lotid,deviceid,processid,operationid,parameterid,mv,wafer,usl,lsl,ucl,lcl,mean,standard_dev,target_value
F17450002.F1,SCL04MP0616_REV1,Product Flow 1.8V/3.3V w,MPH_MTCD1.433,DICD_RAA_ISO_Space_Mean,287.3,13,252.0,208.0,252.0,208.0,231.97142857142865,57.828923283525455,231.0
F17450002.F1,SCL04MP0616_REV1,Product Flow 1.8V/3.3V w,MPH_MTCD1.433,DICD_RAA_ISO_Space_Mean,285.2,23,252.0,208.0,252.0,208.0,231.97142857142865,57.828923283525455,231.0
F17400004.F1,SCL02MP0815_REV2,Product Flow 1.8V/3.3V w,MPH_MTCD1.433,DICD_RAA_ISO_Space_Mean,11.9,3,252.0,208.0,252.0,208.0,231.97142857142865,57.828923283525455,231.0
F17400004.F1,SCL02MP0815_REV2,Product Flow 1.8V/3.3V w,MPH_MTCD1.433,DICD_RAA_ISO_Space_Mean,13.7,13,252.0,208.0,252.0,208.0,231.97142857142865,57.828923283525455,231.0
F17400004.F1,SCL02MP0815_REV2,Product Flow 1.8V/3.3V w,MPH_MTCD1.433,DICD_RAA_ISO_Space_Mean,14.7,23,252.0,208.0,252.0,208.0,231.97142857142865,57.828923283525455,231.0
F17400001.F1,SCL03MP0416_REV1,Product Flow 1.8V/3.3V w,MPH_MTCD1.433,DICD_RAA_ISO_Space_Mean,286.6,4,252.0,208.0,252.0,208.0,231.97142857142865,57.828923283525455,231.0
F17400001.F1,SCL03MP0416_REV1,Product Flow 1.8V/3.3V w,MPH_MTCD1.433,DICD_RAA_ISO_Space_Mean,285.2,14,252.0,208.0,252.0,208.0,231.97142857142865,57.828923283525455,231.0
F17400001.F1,SCL03MP0416_REV1,Product Flow 1.8V/3.3V w,MPH_MTCD1.433,DICD_RAA_ISO_Space_Mean,283.3,24,252.0,208.0,252.0,208.0,231.97142857142865,57.828923283525455,231.0
F17410001.F1,SCL16MP0006_REV1,Product Flow 1.8V/3.3V w,MPH_MTCD1.433,DICD_RAA_ISO_Space_Mean,309.6,4,252.0,208.0,252.0,208.0,231.97142857142865,57.828923283525455,231.0
F17410001.F1,SCL16MP0006_REV1,Product Flow 1.8V/3.3V w,MPH_MTCD1.433,DICD_RAA_ISO_Space_Mean,309.8,14,252.0,208.0,252.0,208.0,231.97142857142865,57.828923283525455,231.0
F17410001.F1,SCL16MP0006_REV1,Product Flow 1.8V/3.3V w,MPH_MTCD1.433,DICD_RAA_ISO_Space_Mean,310.1,24,252.0,208.0,252.0,208.0,231.97142857142865,57.828923283525455,231.0
F17400008.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MPH_MTCD1.433,DICD_RAA_ISO_Space_Mean,293.0,4,252.0,208.0,252.0,208.0,231.97142857142865,57.828923283525455,231.0
F17400008.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MPH_MTCD1.433,DICD_RAA_ISO_Space_Mean,292.1,14,252.0,208.0,252.0,208.0,231.97142857142865,57.828923283525455,231.0
F18190001.F1,SCL17MP0013,Product Flow 1.8V/3.3V w,MPH_MTCD1.433,DICD_RAA_ISO_Space_Mean,206.2,1,252.0,208.0,252.0,208.0,231.97142857142865,57.828923283525455,231.0
F18190001.F1,SCL17MP0013,Product Flow 1.8V/3.3V w,MPH_MTCD1.433,DICD_RAA_ISO_Space_Mean,203.4,11,252.0,208.0,252.0,208.0,231.97142857142865,57.828923283525455,231.0
F19040003.F1,SCL19MP0018,Product Flow 1.8V/3.3V w,MPH_MTCD1.433,DICD_RAA_ISO_Space_Mean,198.4,3,252.0,208.0,252.0,208.0,231.97142857142865,57.828923283525455,231.0
F19040003.F1,SCL19MP0018,Product Flow 1.8V/3.3V w,MPH_MTCD1.433,DICD_RAA_ISO_Space_Mean,197.9,13,252.0,208.0,252.0,208.0,231.97142857142865,57.828923283525455,231.0
F18070002.F1,SCL17MP0013,Product Flow 1.8V/3.3V w,MPH_MTCD1.433,DICD_RAA_ISO_Space_Mean,203.3,3,252.0,208.0,252.0,208.0,231.97142857142865,57.828923283525455,231.0
F18070002.F1,SCL17MP0013,Product Flow 1.8V/3.3V w,MPH_MTCD1.433,DICD_RAA_ISO_Space_Mean,200.7,13,252.0,208.0,252.0,208.0,231.97142857142865,57.828923283525455,231.0
F18070002.F1,SCL17MP0013,Product Flow 1.8V/3.3V w,MPH_MTCD1.433,DICD_RAA_ISO_Space_Mean,202.3,23,252.0,208.0,252.0,208.0,231.97142857142865,57.828923283525455,231.0
F17400004.F1,SCL02MP0815_REV2,Product Flow 1.8V/3.3V w,MPH_MTCD1.433,DICD_RAA_Iso_Space_3Sigma,282.0,13,30.0,0.0,30.0,0.0,19.47133333333335,49.462986414650786,19.0
F17400004.F1,SCL02MP0815_REV2,Product Flow 1.8V/3.3V w,MPH_MTCD1.433,DICD_RAA_Iso_Space_3Sigma,280.9,23,30.0,0.0,30.0,0.0,19.47133333333335,49.462986414650786,19.0
F17400004.F1,SCL02MP0815_REV2,Product Flow 1.8V/3.3V w,MPH_MTCD1.433,DICD_RAA_Iso_Space_3Sigma,280.6,3,30.0,0.0,30.0,0.0,19.47133333333335,49.462986414650786,19.0
F17400005.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MPH_MTCD1.433,DICD_RAA_Iso_Space_3Sigma,285.8,1,30.0,0.0,30.0,0.0,19.47133333333335,49.462986414650786,19.0
F17400005.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MPH_MTCD1.433,DICD_RAA_Iso_Space_3Sigma,287.9,11,30.0,0.0,30.0,0.0,19.47133333333335,49.462986414650786,19.0
F17400005.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MPH_MTCD1.431,DICD_RAA_Iso_Space_Mean,285.6,15,252.0,208.0,252.0,208.0,247.02444444444438,24.664947114510827,247.0
F17400004.F1,SCL02MP0815_REV2,Product Flow 1.8V/3.3V w,MPH_MTCD1.431,DICD_RAA_Iso_Space_Mean,281.4,2,252.0,208.0,252.0,208.0,247.02444444444438,24.664947114510827,247.0
F17450002.F1,SCL04MP0616_REV1,Product Flow 1.8V/3.3V w,MPH_MTCD1.431,DICD_RAA_Iso_Space_Mean,286.7,4,252.0,208.0,252.0,208.0,247.02444444444438,24.664947114510827,247.0
F17400001.F1,SCL03MP0416_REV1,Product Flow 1.8V/3.3V w,MPH_MTCD1.431,DICD_RAA_Iso_Space_Mean,285.4,3,252.0,208.0,252.0,208.0,247.02444444444438,24.664947114510827,247.0
F17400008.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MPH_MTCD1.431,DICD_RAA_Iso_Space_Mean,300.4,10,252.0,208.0,252.0,208.0,247.02444444444438,24.664947114510827,247.0
F17400009.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MPH_MTCD1.431,DICD_RAA_Iso_Space_Mean,294.8,9,252.0,208.0,252.0,208.0,247.02444444444438,24.664947114510827,247.0
F17400006.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MPH_MTCD1.431,DICD_RAA_Iso_Space_Mean,295.7,6,252.0,208.0,252.0,208.0,247.02444444444438,24.664947114510827,247.0
F17400007.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MPH_MTCD1.431,DICD_RAA_Iso_Space_Mean,294.9,7,252.0,208.0,252.0,208.0,247.02444444444438,24.664947114510827,247.0
F17410001.F1,SCL16MP0006_REV1,Product Flow 1.8V/3.3V w,MPH_MTCD1.431,DICD_RAA_Iso_Space_Mean,301.3,6,252.0,208.0,252.0,208.0,247.02444444444438,24.664947114510827,247.0
F17400009.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MPH_MTCD1.435,DICD_WP_Iso_Space_3Sigma,88.2,2,80.0,0.0,80.0,0.0,41.69924812030075,17.647506031373496,41.0
F17440004.F1,SCL17MP0012,Product Flow 1.8V/3.3V w,MPH_MTCD1.456,DICD_XN_Iso_Space_3Sigma,86.3,1,80.0,0.0,80.0,0.0,51.00158730158729,22.046899044090466,51.0
F17410002.F1,SCL16MP0006_REV1,Product Flow 1.8V/3.3V w,MPH_MTCD1.456,DICD_XN_Iso_Space_3Sigma,178.3,21,80.0,0.0,80.0,0.0,51.00158730158729,22.046899044090466,51.0
F18070001.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MPH_MTCD1.456,DICD_XN_Iso_Space_3Sigma,87.0,14,80.0,0.0,80.0,0.0,51.00158730158729,22.046899044090466,51.0
F19160002.F1,SCL17MP0009_ProcessR4,Product Flow 1.8V/3.3V w,MPH_MTCD1.456,DICD_XN_Iso_Space_3Sigma,86.0,3,80.0,0.0,80.0,0.0,51.00158730158729,22.046899044090466,51.0
F19160002.F1,SCL17MP0009_ProcessR4,Product Flow 1.8V/3.3V w,MPH_MTCD1.456,DICD_XN_Iso_Space_3Sigma,98.0,13,80.0,0.0,80.0,0.0,51.00158730158729,22.046899044090466,51.0
F19160002.F1,SCL17MP0009_ProcessR4,Product Flow 1.8V/3.3V w,MPH_MTCD1.456,DICD_XN_Iso_Space_3Sigma,105.0,23,80.0,0.0,80.0,0.0,51.00158730158729,22.046899044090466,51.0
F19160002.F1,SCL17MP0009_ProcessR4,Product Flow 1.8V/3.3V w,MPH_MTCD1.455,DICD_XN_Iso_Space_3Sigma,81.5,2,80.0,0.0,80.0,0.0,51.00158730158729,22.046899044090466,51.0
F17410002.F1,SCL16MP0006_REV1,Product Flow 1.8V/3.3V w,MPH_MTCD1.456,DICD_XN_Iso_Space_Mean,339.2,21,520.0,390.0,520.0,390.0,459.1460317460319,20.41288867669111,459.0
F18090001.F1,SCL17MP0012,Product Flow 1.8V/3.3V w,MPH_MTCD1.457,DICD_XP_Iso_Space_3Sigma,82.0,5,80.0,0.0,80.0,0.0,47.82800000000001,19.87351374033029,47.0
F19160002.F1,SCL17MP0009_ProcessR4,Product Flow 1.8V/3.3V w,MPH_MTCD1.458,DICD_XP_Iso_Space_3Sigma,94.0,5,80.0,0.0,80.0,0.0,47.82800000000001,19.87351374033029,47.0
F19160002.F1,SCL17MP0009_ProcessR4,Product Flow 1.8V/3.3V w,MPH_MTCD1.458,DICD_XP_Iso_Space_3Sigma,94.0,25,80.0,0.0,80.0,0.0,47.82800000000001,19.87351374033029,47.0
F18090001.F1,SCL17MP0012,Product Flow 1.8V/3.3V w,MPH_MTCD1.458,DICD_XP_Iso_Space_3Sigma,97.1,25,80.0,0.0,80.0,0.0,47.82800000000001,19.87351374033029,47.0
F17400004.F1,SCL02MP0815_REV2,Product Flow 1.8V/3.3V w,MPH_MTCD1.458,DICD_XP_Iso_Space_3Sigma,80.4,25,80.0,0.0,80.0,0.0,47.82800000000001,19.87351374033029,47.0
F18190004.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MPH_MTCD1.458,DICD_XP_Iso_Space_3Sigma,88.6,11,80.0,0.0,80.0,0.0,47.82800000000001,19.87351374033029,47.0
F18190002.F1,SCL17MP0014,Product Flow 1.8V/3.3V w,MPH_YEDI1.095,Defect_Density_AA_DI,0.33,3,0.2,0.0,0.2,0.0,0.1034285714285714,0.07096225999267668,0.0
F18190002.F1,SCL17MP0014,Product Flow 1.8V/3.3V w,MPH_YEDI1.095,Defect_Density_AA_DI,0.29,12,0.2,0.0,0.2,0.0,0.1034285714285714,0.07096225999267668,0.0
F18150001.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MPH_YEDI1.095,Defect_Density_AA_DI,0.21,1,0.2,0.0,0.2,0.0,0.1034285714285714,0.07096225999267668,0.0
F18150001.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MPH_YEDI1.095,Defect_Density_AA_DI,0.24,3,0.2,0.0,0.2,0.0,0.1034285714285714,0.07096225999267668,0.0
F17400009.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MPH_YEDI1.095,Defect_Density_AA_DI,0.2,1,0.2,0.0,0.2,0.0,0.1034285714285714,0.07096225999267668,0.0
F17400009.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MPH_YEDI1.095,Defect_Density_AA_DI,0.29,12,0.2,0.0,0.2,0.0,0.1034285714285714,0.07096225999267668,0.0
F17400009.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MPH_YEDI1.095,Defect_Density_AA_DI,0.37,17,0.2,0.0,0.2,0.0,0.1034285714285714,0.07096225999267668,0.0
F18190001.F1,SCL17MP0013,Product Flow 1.8V/3.3V w,MPH_YEDI1.095,Defect_Density_AA_DI,0.34,12,0.2,0.0,0.2,0.0,0.1034285714285714,0.07096225999267668,0.0
F18140004.F1,SCL04MP0616_REV1,Product Flow 1.8V/3.3V w,MPH_YEDI1.095,Defect_Density_AA_DI,0.35,1,0.2,0.0,0.2,0.0,0.1034285714285714,0.07096225999267668,0.0
F18140004.F1,SCL04MP0616_REV1,Product Flow 1.8V/3.3V w,MPH_YEDI1.095,Defect_Density_AA_DI,0.23,3,0.2,0.0,0.2,0.0,0.1034285714285714,0.07096225999267668,0.0
F18140004.F1,SCL04MP0616_REV1,Product Flow 1.8V/3.3V w,MPH_YEDI1.095,Defect_Density_AA_DI,0.27,9,0.2,0.0,0.2,0.0,0.1034285714285714,0.07096225999267668,0.0
F19180002.F1,SCL19MP0019_ProcessR4,Product Flow 1.8V/3.3V w,MYE_YEDI1.018,Defect_Density_AA_FI,6.31,1,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F19180002.F1,SCL19MP0019_ProcessR4,Product Flow 1.8V/3.3V w,MYE_YEDI1.018,Defect_Density_AA_FI,6.24,2,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F19180002.F1,SCL19MP0019_ProcessR4,Product Flow 1.8V/3.3V w,MYE_YEDI1.018,Defect_Density_AA_FI,6.6,3,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F19180002.F1,SCL19MP0019_ProcessR4,Product Flow 1.8V/3.3V w,MYE_YEDI1.018,Defect_Density_AA_FI,5.97,4,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F19180002.F1,SCL19MP0019_ProcessR4,Product Flow 1.8V/3.3V w,MYE_YEDI1.018,Defect_Density_AA_FI,6.7,5,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F19180002.F1,SCL19MP0019_ProcessR4,Product Flow 1.8V/3.3V w,MYE_YEDI1.018,Defect_Density_AA_FI,5.07,6,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F19180002.F1,SCL19MP0019_ProcessR4,Product Flow 1.8V/3.3V w,MYE_YEDI1.018,Defect_Density_AA_FI,7.67,7,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F19180002.F1,SCL19MP0019_ProcessR4,Product Flow 1.8V/3.3V w,MYE_YEDI1.018,Defect_Density_AA_FI,5.64,8,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F19180002.F1,SCL19MP0019_ProcessR4,Product Flow 1.8V/3.3V w,MYE_YEDI1.018,Defect_Density_AA_FI,6.96,9,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F19180002.F1,SCL19MP0019_ProcessR4,Product Flow 1.8V/3.3V w,MYE_YEDI1.018,Defect_Density_AA_FI,3.85,10,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F19180002.F1,SCL19MP0019_ProcessR4,Product Flow 1.8V/3.3V w,MYE_YEDI1.018,Defect_Density_AA_FI,3.29,10,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F19180002.F1,SCL19MP0019_ProcessR4,Product Flow 1.8V/3.3V w,MYE_YEDI1.018,Defect_Density_AA_FI,3.37,1,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F19180002.F1,SCL19MP0019_ProcessR4,Product Flow 1.8V/3.3V w,MYE_YEDI1.018,Defect_Density_AA_FI,2.76,3,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F19180002.F1,SCL19MP0019_ProcessR4,Product Flow 1.8V/3.3V w,MYE_YEDI1.018,Defect_Density_AA_FI,2.44,10,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F19180002.F1,SCL19MP0019_ProcessR4,Product Flow 1.8V/3.3V w,MYE_YEDI1.018,Defect_Density_AA_FI,4.76,1,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F19180002.F1,SCL19MP0019_ProcessR4,Product Flow 1.8V/3.3V w,MYE_YEDI1.018,Defect_Density_AA_FI,4.33,2,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F18190004.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,5.88,1,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F18190004.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,5.85,3,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F18190004.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,4.7,13,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F18190001.F1,SCL17MP0013,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,1.88,1,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F18190001.F1,SCL17MP0013,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,4.81,3,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F18190001.F1,SCL17MP0013,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,1.75,12,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F18190002.F1,SCL17MP0014,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,6.43,1,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F18190002.F1,SCL17MP0014,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,5.84,3,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F18190002.F1,SCL17MP0014,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,6.55,12,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F17400009.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,11.58,1,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F17400009.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,15.93,3,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F17400009.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,11.72,12,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F17400009.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,12.25,18,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F17530001.F1,SCL16MP0006_REV2_DIGITAL_ModemSpecific,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,5.57,1,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F17530001.F1,SCL16MP0006_REV2_DIGITAL_ModemSpecific,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,5.34,3,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F17530001.F1,SCL16MP0006_REV2_DIGITAL_ModemSpecific,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,5.31,12,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F17410001.F1,SCL16MP0006_REV1,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,13.82,1,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F17410001.F1,SCL16MP0006_REV1,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,15.51,3,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F17410001.F1,SCL16MP0006_REV1,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,14.02,12,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F17410001.F1,SCL16MP0006_REV1,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,16.41,17,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F17410001.F1,SCL16MP0006_REV1,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,14.44,22,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F17410001.F1,SCL16MP0006_REV1,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,16.03,24,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F17530002.F1,SCL16MP0006_REV2_DIGITAL_ModemSpecific,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,5.34,1,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F17530002.F1,SCL16MP0006_REV2_DIGITAL_ModemSpecific,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,5.07,3,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F17530002.F1,SCL16MP0006_REV2_DIGITAL_ModemSpecific,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,5.96,12,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F17530002.F1,SCL16MP0006_REV2_DIGITAL_ModemSpecific,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,5.05,17,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F17400008.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,13.88,12,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F17400008.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,9.97,17,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F17400008.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,16.01,22,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F17400008.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,12.02,24,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F18150001.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,4.84,1,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F18150001.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,5.39,3,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F18150001.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,4.48,12,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F18090001.F1,SCL17MP0012,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,5.53,1,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F18090001.F1,SCL17MP0012,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,4.37,3,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F18090001.F1,SCL17MP0012,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,4.75,12,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F18090001.F1,SCL17MP0012,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,5.29,17,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F17440004.F1,SCL17MP0012,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,4.95,1,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F17440004.F1,SCL17MP0012,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,3.56,3,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F17440004.F1,SCL17MP0012,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,2.81,12,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F17440004.F1,SCL17MP0012,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,4.58,17,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F17440004.F1,SCL17MP0012,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,3.59,22,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F17440004.F1,SCL17MP0012,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,3.28,25,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F17410002.F1,SCL16MP0006_REV1,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,4.82,1,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F17410002.F1,SCL16MP0006_REV1,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,4.77,3,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F17410002.F1,SCL16MP0006_REV1,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,4.77,12,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F17410002.F1,SCL16MP0006_REV1,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,5.03,17,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F17410002.F1,SCL16MP0006_REV1,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,4.95,22,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F17410002.F1,SCL16MP0006_REV1,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,6.25,24,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F17400004.F1,SCL02MP0815_REV2,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,7.5,3,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F17400004.F1,SCL02MP0815_REV2,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,23.06,12,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
F17400004.F1,SCL02MP0815_REV2,Product Flow 1.8V/3.3V w,MDE_YEDI1.026,Defect_Density_AA_FI,20.38,17,1.6,0.0,1.6,0.0,6.514588235294116,5.9113234139237205,6.0
